ID	Taxonomy	16S-Behnsen-MY-1	16S-Behnsen-MY-10	16S-Behnsen-MY-11	16S-Behnsen-MY-12	16S-Behnsen-MY-13	16S-Behnsen-MY-14	16S-Behnsen-MY-15	16S-Behnsen-MY-16	16S-Behnsen-MY-17	16S-Behnsen-MY-18	16S-Behnsen-MY-19	16S-Behnsen-MY-2	16S-Behnsen-MY-20	16S-Behnsen-MY-21	16S-Behnsen-MY-22	16S-Behnsen-MY-23	16S-Behnsen-MY-24	16S-Behnsen-MY-25	16S-Behnsen-MY-26	16S-Behnsen-MY-27	16S-Behnsen-MY-28	16S-Behnsen-MY-29	16S-Behnsen-MY-3	16S-Behnsen-MY-30	16S-Behnsen-MY-31	16S-Behnsen-MY-32	16S-Behnsen-MY-33	16S-Behnsen-MY-34	16S-Behnsen-MY-35	16S-Behnsen-MY-36	16S-Behnsen-MY-37	16S-Behnsen-MY-38	16S-Behnsen-MY-39	16S-Behnsen-MY-4	16S-Behnsen-MY-40	16S-Behnsen-MY-41	16S-Behnsen-MY-42	16S-Behnsen-MY-43	16S-Behnsen-MY-44	16S-Behnsen-MY-45	16S-Behnsen-MY-46	16S-Behnsen-MY-47	16S-Behnsen-MY-48	16S-Behnsen-MY-49	16S-Behnsen-MY-5	16S-Behnsen-MY-50	16S-Behnsen-MY-51	16S-Behnsen-MY-52	16S-Behnsen-MY-53	16S-Behnsen-MY-54	16S-Behnsen-MY-55	16S-Behnsen-MY-56	16S-Behnsen-MY-57	16S-Behnsen-MY-58	16S-Behnsen-MY-59	16S-Behnsen-MY-6	16S-Behnsen-MY-60	16S-Behnsen-MY-61	16S-Behnsen-MY-62	16S-Behnsen-MY-63	16S-Behnsen-MY-64	16S-Behnsen-MY-65	16S-Behnsen-MY-66	16S-Behnsen-MY-67	16S-Behnsen-MY-68	16S-Behnsen-MY-69	16S-Behnsen-MY-7	16S-Behnsen-MY-8	16S-Behnsen-MY-9	16S-Negative-Control-sample2	16S-Negative-Ctrl-2-Underhill	16S-Positive-Ctrl-2-Underhill
ASV 52	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Blautia ; s__ NA	0	7	0	0	0	0	0	0	1	0	0	0	0	2	341	232	36	238	130	177	85	187	0	0	138	0	216	151	0	1	0	0	0	0	97	137	357	258	122	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
ASV 53	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	708	0	0	0	0	0	1	0	65	0	0	478	0	0	0	0	0	0	0	1	0	1	345	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	1	393	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
ASV 54	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	22	117	164	124	110	52	84	50	35	53	41	76	72	66	50	105	29	61	67	31	13	7	73	19	43	16	69	33	87	81	110	166	81	45	16	9	9	4	2	0	0	0	8	0	18	0	0	0	3	0	0	0	0	0	0	29	0	0	29	0	0	6	51	16	56	18	100	107	131	0	0	0
ASV 55	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	199	1	0	61	37	57	55	55	35	0	0	208	0	0	0	0	0	0	0	0	0	10	282	106	57	122	132	83	0	0	0	0	0	270	76	100	138	215	96	1	0	0	0	0	214	0	0	1	10	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 56	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Marvinbryantia ; s__ NA	8	28	11	1	8	1	5	12	10	16	14	6	0	3	121	161	147	91	99	58	67	75	21	261	223	257	128	261	23	34	30	13	25	18	163	48	81	14	122	0	0	0	0	0	6	0	0	1	3	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	0	0	27	7	31	0	0	0
ASV 57	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	2	1	579	550	546	591	428	1	0	0	0	0	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 58	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	1	31	18	6	13	13	15	17	112	164	213	1	273	124	20	15	24	18	20	0	0	3	11	13	21	7	17	6	122	108	116	143	105	1	0	2	1	0	1	0	0	0	21	38	20	4	12	0	3	0	0	0	0	0	2	13	0	0	0	0	4	9	326	153	150	48	22	19	26	0	0	0
ASV 59	k__Bacteria ; p__ Proteobacteria ; c__ Gammaproteobacteria ; o__ Pseudomonadales ; f__ Pseudomonadaceae ; g__ Pseudomonas ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2476
ASV 60	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridiales ; f__ Clostridiaceae ; g__ Clostridium sensu stricto 1 ; s__ NA	10	32	98	7	11	8	18	4	11	12	11	26	15	4	78	36	121	57	56	0	3	0	101	3	12	6	28	10	50	36	41	20	59	48	8	8	11	4	8	0	0	0	140	62	87	330	7	267	2	0	0	0	0	18	0	208	0	0	3	0	2	7	0	3	0	0	118	72	75	0	0	0
ASV 61	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	5	282	214	1	0	0	3	0	5	1	0	15	1	0	13	21	26	16	5	0	0	0	86	0	1	0	0	0	0	1	0	2	1	19	0	0	1	1	4	1	0	0	267	313	17	18	114	15	109	0	0	0	0	0	0	65	0	0	4	0	0	19	0	2	1	0	274	155	326	0	0	0
ASV 62	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	3	102	85	37	28	37	35	28	43	34	37	21	54	12	7	10	6	17	7	0	0	1	83	32	72	34	89	25	25	18	14	16	17	50	0	0	1	1	3	0	0	0	91	76	57	34	124	43	243	0	0	0	0	0	0	153	0	0	1	0	0	50	109	43	47	13	90	48	79	0	0	0
ASV 63	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	8	0	0	0	0	0	0	8	1	0	0	4	0	0	0	0	0	0	1	708	607	612	4	0	0	0	0	0	0	0	0	0	0	7	44	68	93	68	86	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV 64	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	232	135	235	165	167	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	289	130	269	192	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 65	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	422	1	0	0	0	0	1	0	57	0	0	354	0	0	0	0	0	0	0	0	0	1	292	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 66	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Listeriaceae ; g__ Listeria ; s__ monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2134
ASV 67	k__Bacteria ; p__ Proteobacteria ; c__ Gammaproteobacteria ; o__ Enterobacterales ; f__ Enterobacteriaceae ; g__ Salmonella ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	52	0	104	117	105	9	97	124	50	130	163	121	0	101	109	124	82	96	93	75	82	91	105	0	0	0	0	0	2
ASV 68	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	9	53	41	4	9	7	2	15	21	25	30	30	33	16	14	13	9	12	7	0	0	1	97	4	5	5	7	2	7	12	18	10	9	33	2	2	1	0	7	0	0	0	243	257	67	38	206	45	218	0	0	0	0	0	0	71	0	0	1	0	2	49	71	32	26	24	40	21	48	0	0	0
ASV 69	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Enterorhabdus ; s__ NA	64	30	99	26	24	36	25	28	41	59	64	67	67	34	3	1	3	0	0	0	0	2	28	8	5	4	7	7	178	115	200	210	92	23	0	6	1	0	6	0	0	0	0	0	49	0	0	1	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	51	116	96	0	0	0
ASV 70	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	26	0	0	0	0	0	1	8	8	0	0	33	0	0	0	0	0	1	0	100	114	54	40	1	0	0	0	0	0	1	0	0	0	1	153	124	113	157	0	227	276	258	33	0	46	1	0	1	19	0	0	0	1	0	1	99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV 71	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	492	89	19	77	144	31	44	33	0	0	1	89	3	14	0	171	0	0	0	0	5	0	0	0	0	1	124	27	2	0	29	110	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	4	176	0	0	0
ASV 72	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Staphylococcales ; f__ Staphylococcaceae ; g__ Staphylococcus ; s__ lentus	1	16	8	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	793	121	0	714	86	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	5	8	0	0	0
ASV 73	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Parvibacter ; s__ NA	20	28	18	0	0	0	1	0	39	42	49	16	34	31	39	40	44	23	53	11	20	15	15	2	4	11	6	6	69	84	106	249	79	27	56	73	64	13	134	0	0	0	0	0	28	0	1	0	7	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	18	15	32	0	0	0
ASV 74	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Enterorhabdus ; s__ caecimuris	0	0	1	235	214	241	258	238	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	86	81	66	59	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 75	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Staphylococcales ; f__ Staphylococcaceae ; g__ Staphylococcus ; s__ nepalensis	1	100	113	0	1	0	0	0	1	0	5	4	0	0	0	0	4	0	0	0	0	0	8	1	0	0	3	1	9	0	6	1	1	0	0	5	2	0	0	0	0	1	390	225	0	319	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	122	38	115	0	0	0
ASV 76	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	285	284	310	324	226	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 77	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	290	278	283	298	231	1	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 78	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Marvinbryantia ; s__ NA	6	19	3	1	1	0	1	6	4	4	8	3	0	1	61	70	83	53	55	24	45	35	12	121	104	134	67	137	11	12	15	9	11	9	91	21	47	9	41	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	8	6	23	0	0	0
ASV 79	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Roseburia ; s__ NA	78	0	0	0	0	0	0	0	41	0	0	207	0	0	13	14	6	2	15	1	0	3	17	0	0	0	0	0	0	0	0	0	0	634	1	0	1	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 80	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	251	0	0	0	0	0	0	0	25	0	0	217	0	0	0	0	0	0	0	0	3	1	164	0	0	0	0	0	0	1	0	0	0	249	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	4	0	0	0	228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 81	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; f__ Eggerthellaceae ; s__ NA	0	0	0	5	8	7	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	291	266	203	166	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 82	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Adlercreutzia ; s__ NA	0	0	0	0	0	0	0	0	10	8	8	0	16	8	8	3	9	2	3	4	6	5	0	0	0	0	0	0	11	8	13	33	9	0	0	1	1	0	5	317	482	321	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV 83	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ [Eubacterium] ventriosum group ; s__ NA	0	48	67	11	18	14	15	14	60	72	111	21	104	16	0	0	0	0	0	0	0	0	119	0	0	0	0	0	19	46	17	32	15	193	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	13	24	0	0	0
ASV 84	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; f__ Erysipelotrichaceae ; s__ NA	25	8	10	0	2	1	0	0	5	20	17	1	4	11	81	220	183	77	97	4	1	10	9	8	17	12	4	9	9	5	4	6	13	15	5	3	27	1	180	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	12	7	23	0	0	0
ASV 85	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ UCG-005 ; s__ NA	49	0	2	0	0	0	0	0	0	0	1	9	0	0	52	31	32	18	66	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	66	175	189	99	294	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0
ASV 86	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Staphylococcales ; f__ Staphylococcaceae ; g__ Staphylococcus ; s__ nepalensis	1	130	144	0	0	0	0	0	0	0	10	3	0	0	0	0	2	0	0	0	0	0	5	1	0	0	1	5	7	2	4	1	4	0	0	0	1	1	2	2	0	2	209	133	1	171	1	0	3	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	128	20	113	0	0	0
ASV 87	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Marvinbryantia ; s__ NA	4	19	4	1	1	0	1	3	5	3	4	5	1	4	46	58	53	31	29	25	33	34	9	93	99	127	45	119	8	10	8	9	9	6	53	23	40	3	43	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	14	2	9	0	0	0
ASV 88	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Streptococcaceae ; g__ Lactococcus ; s__ NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	22	36	16	15	19	8	13	0	12	19	16	5	21	0	0	0	0	0	0	17	16	9	5	31	108	121	108	0	0	0	0	0	0	2	196	29	2	18	65	66	0	5	19	53	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV 89	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Listeriaceae ; g__ Listeria ; s__ monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1054
ASV 90	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	26	0	0	0	0	0	0	2	2	0	0	18	0	0	0	0	0	0	0	76	39	58	7	2	0	0	0	0	0	0	0	0	0	16	97	137	185	112	232	0	0	0	0	0	11	0	0	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 91	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	0	0	0	0	0	1	0	40	64	69	0	89	40	0	0	0	0	0	0	0	0	0	0	0	0	1	0	118	117	105	161	182	0	0	0	0	0	0	0	0	0	3	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	15	1	1	1	1	0	0	0
ASV 92	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	36	101	0	0	3	1	0	11	115	105	0	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	268	282	0	0	0
ASV 93	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	16	0	0	0	0	0	0	7	2	0	0	25	0	1	0	0	1	1	0	65	56	40	28	0	1	0	0	0	0	0	0	0	0	0	80	62	43	76	0	111	164	129	20	1	35	0	0	0	10	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 94	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	215	32	95	0	0	4	8	1	16	0	4	208	0	1	1	0	0	0	0	0	0	0	30	0	0	1	3	0	0	0	10	6	0	71	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	77	23	84	0	0	0
ASV 95	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	178	0	0	0	0	0	0	0	22	0	0	191	0	0	0	0	0	0	0	1	6	4	143	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 96	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ A2 ; s__ NA	137	68	40	0	1	1	0	2	4	18	28	19	3	27	1	0	0	1	0	5	0	0	2	0	6	3	13	0	10	10	76	24	99	3	0	0	0	1	15	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	37	237	60	0	0	0
ASV 97	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; f__ Eggerthellaceae ; s__ NA	0	0	0	21	11	21	32	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	212	135	135	83	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 98	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	1	0	106	66	94	76	72	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	92	74	105	68	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 99	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	44	2	0	104	78	80	96	68	14	0	0	66	0	0	0	0	0	0	0	0	0	9	75	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	1	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 100	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	35	46	6	5	9	11	7	15	25	11	6	28	18	17	24	50	22	15	0	0	0	27	2	3	3	16	1	31	32	44	46	33	1	3	5	0	0	2	0	0	0	27	7	18	10	0	9	1	0	0	0	0	0	1	53	0	0	4	0	0	2	3	0	3	0	46	21	46	0	0	0
ASV 101	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ [Eubacterium] coprostanoligenes group ; f__ [Eubacterium] coprostanoligenes group ; s__ NA	0	0	0	30	58	75	130	75	0	3	16	0	0	0	0	0	0	0	0	0	0	3	1	103	0	123	2	0	134	42	2	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 102	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridiales ; f__ Clostridiaceae ; g__ Clostridium sensu stricto 1 ; s__ NA	2	10	22	4	7	1	8	3	4	3	2	5	4	1	23	11	40	19	9	0	0	2	33	2	3	1	1	0	16	6	16	9	13	25	4	1	2	0	2	0	0	0	73	18	51	103	0	98	2	0	0	0	1	4	0	78	0	0	1	0	0	1	0	2	1	0	31	37	25	0	0	0
ASV 103	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	1	39	45	19	10	21	14	24	22	35	32	16	38	25	8	23	12	12	21	0	0	1	24	2	7	2	12	0	35	34	48	49	20	13	2	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	9	7	11	0	42	23	52	0	0	0
ASV 104	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Enterorhabdus ; s__ NA	103	0	0	9	5	5	6	4	1	0	0	49	0	0	0	0	0	0	0	0	0	0	30	11	11	8	3	7	0	0	0	0	0	30	69	120	42	36	132	0	0	0	0	0	44	0	0	0	9	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 105	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	12	0	0	0	0	0	1	4	2	0	0	10	0	0	0	0	0	0	0	77	67	63	6	0	0	0	0	0	0	0	0	0	0	18	69	95	107	76	145	0	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 106	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	4	2	0	0	1	2	1	45	72	80	0	92	55	0	1	0	0	1	0	0	0	2	1	0	1	1	0	59	50	63	58	70	0	1	0	0	0	0	0	0	0	2	0	7	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	9	50	21	3	7	1	5	0	0	0
ASV 107	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	31	69	24	9	11	12	7	22	24	12	7	39	34	9	24	9	10	9	0	0	1	27	0	2	2	6	0	44	37	37	58	26	9	1	1	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	3	7	0	40	36	51	0	0	0
